Id,If you liked,Reccomendation 1,Reccomendation 2,Reccomendation 3,Reccomendation 4,Reccomendation 5
5145921881592486583,Open Source Giant Red Hat Launches First Blockchain Initiative - CoinDesk,How Google's AI paved the way for the next generation of bots,Finding The Meaning Of Artificial Intelligence At Google I/O,Behold.ai launches artificially intelligent medical software to find abnormalities faster,Artificial intelligence produces realistic sounds that fool humans,Extreme Style Machines:Using Random Neural Networks to Generate Textures
5152069678055228801,IBM makes a big shift into cognitive computing,77 Startups Powering The Future Of Farming And Agribusiness,Digital Leadership Is Not an Optional Part of Being a CEO,Cafeteria compra item de Pokémon Go para aumentar movimento - e funciona,"thinkseg traz o seguro ""pague conforme você usa"" para taxistas",The new tech talent you need to succeed in digital
5162508842577612756,Japanese for dummies,40 Basic Japanese conversations,"The Algorithm March, Japan's Strangely Entertaining Exercise",Request lesson : How and when to use はず(=hazu) | Maggie Sensei,The Great Library,Como são escrita as risadas em japonês? - Suki Desu
5163772683749067995,How IoT security can benefit from machine learning,Blaise Agüera y Arcas: How computers are learning to be creative,Artificial Intelligence's White Guy Problem,"Introducing Cloud Natural Language API, Speech API open beta and our West Coast region expansion",The Difference Between Sympathy And Empathy - Expanded Consciousness,Microsoft's CEO Explores How Humans and A.I. Can Solve Society's Challenges-Together
5183878957903248326,Google is secretly creating a new OS that's not based on Linux,Here's 6 helpful chatbots that prove conversation machines can do more than just talk,How to choose algorithms for Microsoft Azure Machine Learning,Add images to questions and answers in Google Forms,Skully officially admits it's over,Conheça o Google Duo: um app de chamadas de vídeo para todos
5189107351987144723,Better together: New Microsoft integrations for easier collaboration,"Fresco, sim! - Android Dev BR",Dicionário de Segurês,Ranking 50 Maiores Empresas do E-commerce Brasileiro/2016,Terça de Dados #11 - Debate sobre a Regulamentação de TI,Citroën lança e-commerce de carros
5189433264884433830,Introducing Goals in Google Calendar on Android and iPhone,"Google Pixel, o primeiro smartphone feito pelo Google | Google Discovery",Million Song Dataset | scaling MIR research,"Thunder, a Drupal distribution for publishers",Chrome OS now has Material Design for the desktop,"Open Source Won. So, Now What?"
5199666313044493096,Introducing the new Google Cloud Load Balancing UI,Docker Engine 1.11 with runC: Announcing the general availability of the industry's first OCI-compliant runtime,A New Number Format for Computers Could Nuke Approximation Errors for Good,2.3.0 Release Notes,Serverless Data Sync in Web Apps with Bit Torrent,Docker Cleanup Scripts Comparison
5206308811707978799,The rise of APIs,How AWS came to be,The next stop on the road to revolution is ambient intelligence,The return of the machinery question,Microsoft's CEO Explores How Humans and A.I. Can Solve Society's Challenges-Together,The Difference Between Sympathy And Empathy - Expanded Consciousness
5211673327552264703,Google Cloud Platform sets a course for new horizons,"Explore in Docs, Sheets and Slides makes work a breeze - and makes you look good, too",All Together Now. Introducing G Suite.,Google: Here's how a software update knocked out our App Engine cloud | ZDNet,Spark comparison: AWS vs. GCP,"Introducing Cloud Natural Language API, Speech API open beta and our West Coast region expansion"
5217724704513784613,You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart,Facebook's Artificial Intelligence Research lab releases open source fastText on GitHub,Android - The dark side of Jack and Jill,Cordova iOS Performance Improvements: Drop-in Speed with WKWebView,My favorite people and resources to learn Android programming from,Scott Penrose: Arduino Static Strings
5227822864949117283,The Difference Between Sympathy And Empathy - Expanded Consciousness,Microsoft's CEO Explores How Humans and A.I. Can Solve Society's Challenges-Together,Coca-Cola reportedly closes Founders startup incubator,Five things to include in your digital transformation playbook,Blaise Agüera y Arcas: How computers are learning to be creative,Walmart compra startup para brigar com Amazon | EXAME.com
5233661737033380692,Desinformação (até do Senado) faz motoristas acenderem farol à toa - Outra Cidade,Um misterioso vórtice escuro surgiu sobre Netuno,Resenha - A Chegada,Optimizing the Performance of Vector Drawables - upday devs,Sul dos EUA descobre consequências econômicas da homofobia | EXAME.com,So long MVP. Hello Minimum Loveable Product.
5237574390644778994,"Meet Parsey's Cousins: Syntax for 40 languages, plus new SyntaxNet capabilities",The AI business landscape,Building a high-throughput data science machine,Graph-powered Machine Learning at Google,"Apple acquires Turi, a machine learning company",New Sessions Added To Google I/O 2016 Schedule
5238119115012015307,Embracing Agile,NOW NEW NEXT: How growth champions create new value,An operating model for company-wide agile development,How AWS came to be,You won't recognize the new world of digital payments without this report,Pimp My Pitch: como fazer um Pitch poderoso
5239464617027010625,The Biggest list of 35 FREE UX Books,1% das empresas dominam 94% das receitas na App Store,55 fornecedores de TI que apresentarão novidades no Ciab 2016,UBS targets less rich Brits with robo-advisor platform,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,"Facebook says 10K+ developers are building chatbots, analytics coming"
5250363310227021277,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",Machine Learning Is At The Very Peak Of Its Hype Cycle - ARC,Restb.ai: Why custom computer vision as a service makes sense | ZDNet,Ray Kurzweil Predicts Three Technologies Will Define Our Future,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",Why Netflix thinks its personalized recommendation engine is worth $1 billion per year
5258604889412591249,Machine Learning Is No Longer Just for Experts,Google's Cloud Machine Learning service is now in public beta,Services | RaRe Technologies,Probabilistic Programming,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,Graph-powered Machine Learning at Google
5263606973029607223,"Building A Modern, Scalable Backend: Modernizing Monolithic Applications",Taking Microservices Home - NGINX,"Zuul 2 : The Netflix Journey to Asynchronous, Non-Blocking Systems",Introduction to Spring REST Docs | Baeldung,Migrating to the New Java 8 Date Time API | Baeldung,How Kotlin became our primary language for Android - UPTech Team
5266164468981660031,Intel's internal IoT platform for real-time enterprise analytics,How To Benefit From Getting Paid in Bitcoin,Google Now on Tap estreia no Brasil | Google Discovery,Adobe Solution Partner Program News,"Walt Disney Now Loves Blockchain, Going Trustless in Seattle",App do YouTube ganha sistema de bate-papo privado | Google Discovery
5269583152423890030,Sabia que você pode transformar o seu celular em uma impressora 3D?,One Dollar Board: Um projeto brasileiro para revolucionar a educação,C/C++ extension for Visual Studio Code,"Android N Developer Preview 2, out today! | Android Developers Blog",LukeW | Obvious Always Wins,"Apple Releases iOS 10 With Redesigned Lock Screen, New Messages Features, Third-Party Siri, and More"
5270696484536580646,8 Insanely Simple Productivity Hacks,JPMorgan is Quietly Developing a Private Ethereum Blockchain - CoinDesk,XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês,A digital crack in banking's business model,One year as a Data Scientist at Stack Overflow,JavaScript Conquered the Web. Now It's Taking Over the Desktop
5271898714958115766,This Tiny Robot Lets You Play God With Huge AI,Comercial japonês cria cidade de papel com caneta que conduz eletricidade,Carteira inteligente tem trava biométrica e controle por aplicativo - Gadgets,Aplicativos do Android agora podem reagir com o ambiente | Google Discovery,"9 trends you need to watch at CES 2017, from 'AI' assistants to 'AR' devices",Add images to questions and answers in Google Forms
5281570276277574938,Cognitive Services-Intelligence Applications | Microsoft Azure,Deck describing how MSFT plans to use Linkedin,AI Revolution 101 - AI Revolution,Mapping the World of Music Using Machine Learning: Part 1 - iHeartRadio Tech Blog,IAM best practice guides available now,Microsoft's Open Source Love Affair Reaches New Heights
5293701842202310496,Can Accenture Take Over Advertising?,How to get the most from your agency relationships in 2017,BEHOLD Amazon One - the first cargo airplane with that famous Amazon smile,Two Different Sales Motions . . . .,GE Digital snags ServiceMax for $915 million,How AWS came to be
5299613310913826266,WATCH: Bacteria Invade Antibiotics And Transform Into Superbugs,Google now uses machine learning to make reading comics on phones easier,The new 64-bit Orange Pi is a quad-core computer for $20,Million Song Dataset | scaling MIR research,Chrome OS now has Material Design for the desktop,"Hello, a nova rede social do Orkut, está liberada no Brasil"
5302085907556673015,Google employees are adding 'Lady' to their job titles to fight sexism,Write Like You Talk,"Meet Bozoma Saint John, the Apple executive who stole the show at WWDC","If women in tech stop apologizing, we might just be able to shut the sexist shit down. - Athena Talks",Workplace diversity in Brazil: there's still a long way to go,#Sentaquelávemtextão
5304344058087060692,The future is the trust economy,"Bitcasa killing Drive cloud storage service on May 20, will focus on 'growing platform business'",Making open source data more available,"contentId
-6878119266243511199    Google acquires Synergyse, an interactive trai...
-6878119266243511199    Google acquires Synergyse, an interactive trai...
Name: title, dtype: object","Blockchain open sources Thunder network, paving the way for instant bitcoin transactions",Wells Fargo to Verify Customers through Eye Prints
5311977399951270341,Startup aims to use machine learning to make mobile notifications good,Task management app Asana raises $50M at a $600M valuation led by YC's Sam Altman,How Facebook's Big Bet On Chatbots Might Remake The UX Of The Web,How to approach machine learning as a non-technical person,Segment helps businesses integrate third-party sources into their data pipelines,Hiri wants to fix the workplace email problem
5313335392004163852,Salesforce Architect Journey,Client-side ranking to more efficiently show people stories in feed,The Internet of Things is looking for its VisiCalc,Adobe CQ/Adobe AEM,Seniority,Live asynchronously.
5314107418764884230,Deep learning software knows that a rose is a rose is a rosa rubiginosa,Imagine Discovering That Your Teaching Assistant Really Is a Robot,"Apple acquires Turi, a machine learning company",Event Map For Google I/O 2016 Released,New Sessions Added To Google I/O 2016 Schedule,The AI business landscape
5317978293082383492,Running Kubernetes Locally via Docker,Performance Testing in a Nutshell,Docker Engine 1.11 with runC: Announcing the general availability of the industry's first OCI-compliant runtime,Introducing the new Google Cloud Load Balancing UI,Google Cloud collaborates with Kinvey for HIPAA-compliant mobile Backend-as-a-Service,The future of SaaS hosted git repository pricing
5328558001212551235,Acquia Engage Awards Finalists Announced,Lightning Distribution for Drupal: Build Advanced Authoring Experiences in Drupal 8,The Home Of The Internet Of Things: Everywhere,State of Drupal 2016 survey | Dries Buytaert,The Death of Drupal Commerce as an Ecommerce Solution - Third & Grove,PCI Compliance & Drupal Commerce: Which Payment Gateway Should I Choose?
5333141914314968598,"Microsoft HoloLens and Lowe's, working to redefine your next home renovation",Developers can run Bash Shell and user-mode Ubuntu Linux binaries on Windows 10,"Fresco, sim! - Android Dev BR","SpaceNet satellite imagery repository launched by DigitalGlobe, CosmiQ Works and NVIDIA on AWS","Android N Developer Preview 2, out today! | Android Developers Blog",11 Internet of Things (IoT) Protocols You Need to Know About
5336562616168017846,"Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways",Taking Microservices Home - NGINX,Migrating to the New Java 8 Date Time API | Baeldung,Reactive log stream processing with RxJava - Part I,Spring Boot 1.4 released,Building Spring Cloud Microservices That Strangle Legacy Systems
5338575284381070077,A Major Law Firm Will Soon Be Using A Robotic Lawyer,Microsoft's CEO Explores How Humans and A.I. Can Solve Society's Challenges-Together,Coca-Cola reportedly closes Founders startup incubator,The Difference Between Sympathy And Empathy - Expanded Consciousness,Walmart compra startup para brigar com Amazon | EXAME.com,Blaise Agüera y Arcas: How computers are learning to be creative
5338677278233757627,How to Get a Job at Google,Everything you need to know about the big changes coming to Newark airport,Manhattan CRE prices spark a mass exodus of startups to Brooklyn,"Coca-Cola é 1ª da lista ""Fortune"" a repor toda a água usada | EXAME.com",An operating model for company-wide agile development,"A sneak peek at Google's upcoming travel app, Trips"
5350829677696205474,2016 will be the year of conversational commerce - Chris Messina,Understanding the Twitter topic Tracker,Why Steve Jobs Was Proud to Steal Ideas,Caravel: Airbnb's data exploration platform - Airbnb Engineering & Data Science,Gmail API: New endpoints for settings,Uma recepção eficiente
5384282624557636856,Three Lessons for Design-Driven Success,OKR e meta: minha experiência no Runrun.it,What do Design Thinking and Marketing have in common?,SpotHero is ready for the future of autonomous parking,Por que o Uber vem sofrendo tanto prejuízo entre empresas de tecnologia,Trooly is using machine learning to judge trustworthiness from digital footprints
5395784585257808296,Workspace Filter,AEM 6.1 Package Manager Metadata Files,Configuring OSGi,Adobe CQ/Adobe AEM,How to Install and Use the Linux Bash Shell on Windows 10,Live Event: Unveiling the GitLab Master Plan
5398961846611539065,Hangouts para Android ganha opção de mensagens em vídeo | Google Discovery,Enable the new Google Contacts for your users from the Admin console,Google now uses machine learning to make reading comics on phones easier,Add images to questions and answers in Google Forms,From fine wine to lotteries: Blockchain tech takes off - BBC News,"Google I/O 2016: Develop, Grow & Earn"
5401376580769090495,"Bancos brasileiros aplicaram R$ 19,2 bilhões em esforços de TI em 2015",Blockchain Will Be Used By 15% of Big Banks By 2017,Mobile banking conquista o coração dos brasileiros,Nubank começa a testar seu programa de fidelidade - Empresas Tech,"Say goodbye to traditional customer segmentation "" Banking Technology",Cade autoriza Itaú Unibanco e Mastercard a criarem nova bandeira de cartão
5410293063635507608,"Use Docker to build, test and push your Artifacts",Como integrar marketing de impressos e marketing digital no e-commerce | EXAME.com,Ultimate AI battle - Apple vs. Google,Nova versão do SAP Hybris Commerce vai ser apresentada durante o Forum E-Commerce Brasil 2016 - B!T magazine,From E-Commerce to Web 3.0: Let the Bots Do the Shopping,Ubuntu recebe suporte ao React Native e aplicativos de Android e iOS poderão chegar ao sistema
5410603488837817052,Banks find blockchain hard to put into practice - FT.com,MOBILE TIME - Santander lança app dedicado aos clientes do ensino superior,The Digital Transformation Playbook: Rethink Your Business for the Digital Age (Columbia Business School Publishing) eBook Kindle,"XP lançará robô que seleciona melhores investimentos para clientes, diz CEO","Sompo Seguros aproveita ""onda"" do Pokémon Go para alertar sobre segurança no trânsito | Sonho Seguro","""It's time for self-directed 'smart' investing"" - An Interview With Swanest CEO Silvan Schumacher - Smart Money Smart Living"
5424502143558028097,Sam Newman - Backends For Frontends,So long MVP. Hello Minimum Loveable Product.,Post: Just Say mNo to Hungarian Notation,Readable Content Guides,Optimizing the Performance of Vector Drawables - upday devs,The Importance of Code Reviews
5429045128339158843,Spring Boot 1.5.1 released,Introducing Kotlin support in Spring Framework 5.0,Spring Boot 1.4 released,Introduction to Spring REST Docs | Baeldung,Microservices - When to React Vs. Orchestrate - Capital One DevExchange,"Kotlin in Production - What works, Whats broken"
5429923407915345742,Pebble Core guide: All you need to know about the wearable for runners,New free Trend Briefing from TrendWatching | INNOVATION CELEBRATION 2016,Google Fiber agrees to acquire Webpass,This Tiny Robot Lets You Play God With Huge AI,U.S. Track Cycling Team Training for Rio Olympics with Smart Sunglasses,3M e o perfil intraempreendedor | Endeavor Brasil
5431399346444238856,Intel buys computer vision startup Itseez to improve navigation in self-driving cars,The AI business landscape,TechCrunch launches a personalized news recommendations bot on Facebook Messenger,Plug the Fathom Neural Compute Stick into any USB device to make it smarter,Behold.ai launches artificially intelligent medical software to find abnormalities faster,Deep learning software knows that a rose is a rose is a rosa rubiginosa
5439554346835640135,"Consórcio: Venda de novas cotas cai 13,5% no 1º trimestre",Aplicativo gratuito permite gerenciar Consórcio Honda diretamente do celular - Notícias - Auto Estrada,Buscas on-line por carros têm expansão de 43% no 1º trimestre,"Cross-industry innovations for agriculture | Deloitte Australia | Consumer & Industrial products, Technology",Honda e Softbank desenvolverão sistema de IA para ajudar os motoristas,Empresas intensificam operações de barter diante da dificuldade de crédito
5441077925667941052,[FILME] - The Hammer,How OKCupid Changed Hiring Forever.,Cloud Identity and Access Management - Google IAM,Telegram Bolsters Bot API with New Gaming Functionality,Making email safer with new security warnings in Gmail,Create a Slack Bot to Interact with Your Wiki
5441215535748592870,Innovate Finance Allows Bitfury to Join With Bitcoin,Why image recognition is about to transform business,4 Blockchain Macro Trends: Where to Place Your Bets,Adulterated Objective-C,Windows Subsystem for Linux Overview,Nespresso
5442191984600038712,Google Cloud Status,Machine Learning Unconference,Google Drive Is Scary-Smart at Searching Your Images,Free online Game AI Classes - Apex Game Tools,Tensorflow wins,Google's Cloud Machine Learning service is now in public beta
5445999759138709405,Bradesco lança serviço inédito para estimular o hábito de poupar,The Future of Digital Banking is Now,Nubank e Goldman fecham parceria de R$ 200 milhões,"Sua empresa já tem um ""Open Innovation Lab"" ? - CIO",Uso de API's no mercado de serviços financeiros,Olhando para o futuro: 5 pontos de atenção
5446022903655412342,Irresistível: cebola recheada com carne moída e enrolada no bacon,Bolinho de Arroz sem Glúten - facílimo de fazer!,Revolutionize business communication with Kast,"Google acquires Synergyse, an interactive training service for Google Apps",8 things to expect from Google's biggest event of the year,5 open-source alternatives to Slack
5447580952505296338,"'Uber do ônibus' derruba custo e acaba com engarrafamento, aponta estudo",Netshoes é grande vencedora do Prêmio BR Week 2016,Alibaba quebra recorde de vendas no Dia dos Solteiros - e-commerce,Comprar roupas está ficando fora de moda no Reino Unido,Taco Bell chega ao Brasil no segundo semestre desse ano,Locaweb compra plataforma de e-commerce FBITS - B!T magazine
5468598741732935699,35 Innovative and Inspirational Website Designs in Banking,Digital Leadership Is Not an Optional Part of Being a CEO,IBM makes a big shift into cognitive computing,Accenture and Adboe team on customer enegagement,Visa lança desafio para startups de tecnologia - Startupi,Primeiro chatbot do varejo brasileiro no Facebook Messenger já está funcionando - Startupi
5484061377044071389,The Ultimate Solution to Versioning REST APIs: Content Negotiation,bliki: StranglerApplication,The hardest thing in computer science,Spring Boot 1.5.1 released,Creating Your Code Review Checklist - DaedTech,Communication patterns in a Microservice world
5508043659570633487,Using Blockchain to Authenticate University Diploma,A New Number Format for Computers Could Nuke Approximation Errors for Good,"Bitcasa killing Drive cloud storage service on May 20, will focus on 'growing platform business'",Google Fiber agrees to acquire Webpass,"contentId
-6878119266243511199    Google acquires Synergyse, an interactive trai...
-6878119266243511199    Google acquires Synergyse, an interactive trai...
Name: title, dtype: object",Accidental discovery could help batteries last years longer
5514214996211995551,johnpapa/angular-styleguide,I Peeked Into My Node_Modules Directory And You Won't Believe What Happened Next - friendship .js,"AI Pioneer Yoshua Bengio Is Launching Element.AI, a Deep-Learning Incubator",Analyzing 50k fonts using deep neural networks,"Inatel lança seu Smart Campus, um laboratório vivo para demonstração de projetos na área de IoT - Startupi",The Business Case for Progressive Web Apps
5524888769622800245,How Kotlin became our primary language for Android - UPTech Team,Spring Boot 1.4 released,Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,Standing on the Shoulders of Giants - Built to Adapt,"Kotlin in Production - What works, Whats broken",Combining Spring Boot and JDBI
5530820581773167955,Mulheres são mais criativas que homens?,De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?,Study Shows Women and Minorities Are Punished for Speaking Up About Workplace Diversity,A importância dos filmes de mulherzinha - Capitolina,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files",Google employees are adding 'Lady' to their job titles to fight sexism
5533752987392101383,7 Questions to Ask Before Your Next Digital Transformation,Grow fast or die slow: Focusing on customer success to drive growth,GE Digital snags ServiceMax for $915 million,The return of the machinery question,Finding The Meaning Of Artificial Intelligence At Google I/O,Two Different Sales Motions . . . .
5545306236636747547,Tendências do Marketing de Conteúdo 2016,Que novas oportunidades poderemos criar com Blockchain? - CIO,3M e o perfil intraempreendedor | Endeavor Brasil,"Inside Palantir, Silicon Valley's Most Secretive Company",Google lança novos recursos para o Analytics,O seu conteúdo está preparado para as duas internets?
5568089143939945595,"The future of machine learning: 5 trends to watch around algorithms, cloud, IoT, and big data - GeekWire","contentId
7078276984547732873    How Companies Are Using Machine Learning to Ge...
7078276984547732873    How Companies Are Using Machine Learning to Ge...
Name: title, dtype: object","Google I/O 2016 Preview: Machine Learning, Virtual Reality And Android N - ARC",The White House Has Realized Artificial Intelligence Is Very Important,"National Coming Out Day - Wikipedia, the free encyclopedia",Program your way to your next grocery delivery
5619251370090681244,Google Cloud Platform for AWS Professionals,Generative Models,The emerging Darwinian approach to analytics and augmented intelligence,Services | RaRe Technologies,Graph-powered Machine Learning at Google,Scalable Microservices with Kubernetes | Udacity
5619269934194012474,When Is the Singularity? Probably Not in Your Lifetime,Meet the man behind the rise of bots and our AI-driven future,How to approach machine learning as a non-technical person,Physicists have discovered what makes neural networks so extraordinarily powerful,The Internet of Things is looking for its VisiCalc,How Facebook's Big Bet On Chatbots Might Remake The UX Of The Web
5640834597379907148,Buscas on-line por carros têm expansão de 43% no 1º trimestre,"Consórcio: Venda de novas cotas cai 13,5% no 1º trimestre",Creating value in auto finance with vLendRight | Kevin Moseri,Cientistas trabalham em técnica que permite imprimir alimentos,Honda e Softbank desenvolverão sistema de IA para ajudar os motoristas,Aplicativo gratuito permite gerenciar Consórcio Honda diretamente do celular - Notícias - Auto Estrada
5658521282502533116,ITA está oferecendo 10 cursos gratuitos a distância - Engenharia é:,Como Usar o Git e o GitHub,Sua comunidade de Teste.,Dicas avançadas de ruby (capybara/cucumber),Agile: Falta competência nos testes,Top 5 Android Testing Frameworks with Examples
5659318589553771161,A Neural Network that Dreams in Resumes - untapt blog,Finding The Meaning Of Artificial Intelligence At Google I/O,Tensorflow wins,Extreme Style Machines:Using Random Neural Networks to Generate Textures,Machine Learning for Designers,Imagine Discovering That Your Teaching Assistant Really Is a Robot
5669290109546991426,"Signs suggest that 101Hero, the $49 3D printer, was too good to be true",KFC chinês adota robô que escaneia clientes para sugerir menu - Startupi,Asus ready to take bite of 'Pi' market with Tinker micro PC,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"STEMTera, uma protoboard com Arduino Uno embutido",Google's Tensor Processing Unit explained: this is what the future of computing looks like
5672978373195158195,Gestão de pessoas? Só se for com a Zappos | Endeavor Brasil,20 Percent Will Stop Reading Your Email If You Make This One Mistake,Dicas para aumentar produtividade: 14 dicas incríveis.,Game Of Thrones e suas lições de liderança | Endeavor Brasil,Netflix emociona com vídeo destacando personagens LGBT,How We Lost 47% of Our Users After a Redesign | Icons8
5681075485882787671,Building a Facebook Chat Bot with Node and Heroku,O futuro das interfaces: Chatbots - Tableless,Telegram Bolsters Bot API with New Gaming Functionality,Introducing Mini Courses with MS Chatbots,Making email safer with new security warnings in Gmail,Google planeja ferramentas de inteligência artificial para Raspberry Pi | Google Discovery
5684817723169964056,Google's artificial intelligence is going in the wrong direction,Ray Kurzweil Predicts Three Technologies Will Define Our Future,Restb.ai: Why custom computer vision as a service makes sense | ZDNet,Using TensorFlow and JupyterHub in Classrooms,Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,"DARPA Goes ""Meta"" with Machine Learning for Machine Learning"
5688279681867464747,"Margaret Gould Stewart: How giant websites design for you (and a billion others, too)","Facebook details its company-wide machine learning platform, FBLearner Flow",Amazon founder: A.I.'s impact is,Plug the Fathom Neural Compute Stick into any USB device to make it smarter,"Inside OpenAI, Elon Musk's Wild Plan to Set Artificial Intelligence Free",TechCrunch launches a personalized news recommendations bot on Facebook Messenger
5701873751630396950,Apresentação da nova placa de desenvolvimento Arduino MKRZero -,Kickstarter 3D printer will print circuit boards as part of your designs,Google Maps agora mostra se local tem entrada com acessibilidade | Google Discovery,Comunicação entre Arduino e ROS através do pacote rosserial_arduino,Aplicação de visão computacional com OpenCV,15 Awesome Sublime Text Plugins For Web Development
5714314286511882372,Como Startups e Grandes Empresas podem colaborar para Inovar mais e melhor,Google will stop supporting physical Google Wallet cards on June 30,Samsung se alia a bancos para lançar pagamento por celular no Brasil,You won't recognize the new world of digital payments without this report,Time Pressure: Behavioral Science Considerations for Mobile Marketing,Especial: 5 startups brasileiras que podem tornar-se Unicórnios
5714874452041944640,Android Studio 2.0 | Android Developers Blog,What's the Version of my Deployed Application? - DZone DevOps,Optimizing the Performance of Vector Drawables - upday devs,Announcing updates to Google's Internet of Things platform: Android Things and Weave,Bash on Ubuntu on Windows - Download Now!,An Overly Thorough Guide To Underused Android Libraries
5719793245136119929,Cade autoriza Itaú Unibanco e Mastercard a criarem nova bandeira de cartão,Nubank envia Pikachu para cliente que pediu desbloqueio de cartão e do Pokémon Go,"Bancos brasileiros aplicaram R$ 19,2 bilhões em esforços de TI em 2015",Starbucks tem mais dinheiro do cliente em cartões do que bancos,Startup usa algoritmo e rede social para aprovar empréstimos | EXAME.com,CMN regulamenta abertura de conta de depósito por meio eletrônico
5726008417498979736,[Framework] Lean IT Governance,[Tools] XMind Plus - Last Chance for students' 1$ gift,[Coursera] Introduction to Communication Science - University of Amsterdam | Coursera,[Paper] Portfolio Management White Paper,Onde a tecnologia e o cuidado se encontram? - Saúde Business,"[Techniques] Será que você está fazendo ""brainstorm"" da forma correta? - Blog Locaweb - Notícias sobre tecnologia, programação e muito mais."
5728858831120768412,"New functional programming language can generate C, Python code for apps",Million Song Dataset | scaling MIR research,The Skills You'll Need and the Salary You Can Expect as a Data Scientist,The new 64-bit Orange Pi is a quad-core computer for $20,"Pinterest acquires the team behind Fleksy, a custom iOS and Android keyboard",A Neural Network that Dreams in Resumes - untapt blog
5761988486867612282,Telegram Bolsters Bot API with New Gaming Functionality,Making email safer with new security warnings in Gmail,Create a Slack Bot to Interact with Your Wiki,Google planeja ferramentas de inteligência artificial para Raspberry Pi | Google Discovery,Cloud Identity and Access Management - Google IAM,Esse bot do Facebook Messenger te ajuda a estudar para o ENEM
5787934590133549357,Ouça a música criada pela inteligência artificial do Google | Google Discovery,Stay focused with Google Calendar event notifications in your browser,YouTube's New Messenger Means You'll Never Have to Leave YouTube,"Google Duo, aplicativo de chamadas em vídeo | Google Discovery",Google is quietly recording everything you say. Here's how to hear it,Google adiciona medidor de velocidade da internet nos resultados de pesquisa | Google Discovery
5795281877636738272,Microsoft's Open Source Love Affair Reaches New Heights,Cognitive Services-Intelligence Applications | Microsoft Azure,AI Revolution 101 - AI Revolution,Deck describing how MSFT plans to use Linkedin,Microsoft Build: the 10 most important announcements,Mapping the World of Music Using Machine Learning: Part 1 - iHeartRadio Tech Blog
5806996498600223274,[Teste] Quer saber como está seu português? - Runrun.it Blog,The new paradigm for human-bot communication,Dicionário Priberam da Língua Portuguesa,Futuro do mercado financeiro é tema de evento da Original Devs - Startupi,Write Like You Talk,3M e o perfil intraempreendedor | Endeavor Brasil
5816734694927565572,Bot Design Patterns,I Peeked Into My Node_Modules Directory And You Won't Believe What Happened Next - friendship .js,IBM Watson e a revolução pela inteligência artificial | Udacity,Joel on Software,Esse bot do Facebook Messenger te ajuda a estudar para o ENEM,Android - The dark side of Jack and Jill
5822211783543822544,Study Shows Women and Minorities Are Punished for Speaking Up About Workplace Diversity,"If women in tech stop apologizing, we might just be able to shut the sexist shit down. - Athena Talks","If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files",Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube,Mulheres são mais criativas que homens?,Google employees are adding 'Lady' to their job titles to fight sexism
5831479026588423198,Google Unveiled A Partnership With Levi's To Create Smart Clothing,UBS targets less rich Brits with robo-advisor platform,Time Pressure: Behavioral Science Considerations for Mobile Marketing,Samsung se alia a bancos para lançar pagamento por celular no Brasil,The Biggest list of 35 FREE UX Books,55 fornecedores de TI que apresentarão novidades no Ciab 2016
5842191581670322333,3 Pillars of the Most Successful Tech Products,The gig economy as a driver of innovation,Task management app Asana raises $50M at a $600M valuation led by YC's Sam Altman,Introducing JQL: A Query Language for Analytics,Taco Bell chega ao Brasil no segundo semestre desse ano,OKR e meta: minha experiência no Runrun.it
5843362068320522769,ClienteSA - Gente - Empatia e tecnologia,Amazon has a huge opportunity in grocery delivery,Former Google career coach shares a visual trick for figuring out what to do with your life,Lean IT is all about people - o Lean na TI é focado em pessoas,"Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss",One weird trick that will change the way you code forever: JavaScript TDD
5847042211895226591,Elastic Stack 5.0.0 Released,Million Song Dataset | scaling MIR research,"Microsoft lança Teams, nova plataforma de chat concorrente do Slack | MacMagazine.com.br",Chrome OS now has Material Design for the desktop,The Skills You'll Need and the Salary You Can Expect as a Data Scientist,"9 trends you need to watch at CES 2017, from 'AI' assistants to 'AR' devices"
5847540986736720765,"Focada em nuvem, SAP dribla crise e cresce na América Latina | EXAME.com",Liberty vai adotar telemetria e baratear seguro para bons motoristas,35 Innovative and Inspirational Website Designs in Banking,IBM makes a big shift into cognitive computing,Nubank começa a testar seu programa de fidelidade - Empresas Tech,77 Startups Powering The Future Of Farming And Agribusiness
